base_last	incremental_last	all_last	base	incremental	all	exp_name	dataset	dataroot	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	pre_trained_url	encoder	num_mlp	shot	way	session	base_class	incft	test_batch_size	eval_freq	num_workers	seed	num_seeds	gpu	distributed	distributed_launcher	distributed_backend	pet_cls	rank	pet_tuning_start_epoch	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	num_classes	sessions	save_path	size_crops
74.46	7.28	47.59	[87.94, 76.18, 76.18, 75.89, 75.89, 75.49, 75.49, 75.43, 74.46]	[nan, 9.33, 4.73, 7.31, 5.85, 7.12, 5.93, 5.62, 7.28]	[87.94, 71.04, 65.97, 62.18, 58.38, 55.38, 52.31, 49.71, 47.59]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	-1	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	25.88	10.35	[62.89, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 82.67, 51.7, 41.49, 36.47, 34.52, 30.64, 25.98, 25.88]	[62.89, 6.39, 7.39, 8.3, 9.12, 10.15, 10.21, 9.57, 10.35]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	-1	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
83.5	7.12	52.95	[90.45, 84.58, 84.58, 84.27, 84.27, 84.02, 84.02, 84.02, 83.5]	[nan, 7.07, 3.7, 6.38, 5.77, 6.47, 5.42, 5.15, 7.12]	[90.45, 78.62, 73.03, 68.69, 64.65, 61.21, 57.82, 54.96, 52.95]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	4	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	22.18	8.87	[42.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 79.47, 43.5, 31.66, 27.47, 27.84, 23.96, 21.33, 22.18]	[42.91, 6.11, 6.21, 6.34, 6.87, 8.19, 7.99, 7.86, 8.87]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	2	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
2.0	7.64	4.25	[13.48, 5.89, 5.62, 4.83, 4.82, 3.95, 3.89, 3.7, 2.0]	[nan, 17.07, 9.67, 8.58, 6.58, 7.81, 6.69, 6.09, 7.64]	[13.48, 6.75, 6.2, 5.58, 5.26, 5.09, 4.82, 4.58, 4.25]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	2	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	36.98	14.79	[87.79, 0.58, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 82.73, 62.5, 42.96, 39.65, 40.04, 39.26, 35.2, 36.98]	[87.79, 6.9, 8.93, 8.59, 9.91, 11.78, 13.08, 12.97, 14.79]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	-1	[]	0	1	-1	1	False	False	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	18.95	7.58	[45.53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 43.8, 30.0, 20.0, 16.4, 14.2, 16.9, 17.03, 18.95]	[45.53, 3.37, 4.29, 4.0, 4.1, 4.18, 5.63, 6.27, 7.58]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	False	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
10.63	6.27	8.89	[38.73, 14.92, 14.92, 14.34, 14.34, 14.25, 14.25, 14.23, 10.63]	[nan, 0.0, 0.0, 1.71, 1.28, 1.52, 1.27, 1.28, 6.27]	[38.73, 13.77, 12.79, 11.81, 11.07, 10.51, 9.92, 9.46, 8.89]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	6	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	8.42	3.37	[24.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 51.27, 29.2, 18.31, 13.78, 10.67, 9.19, 8.17, 8.42]	[24.93, 3.94, 4.17, 3.66, 3.44, 3.14, 3.06, 3.01, 3.37]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	10	[]	0	1	-1	1	False	False	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
87.52	3.82	54.04	[91.25, 88.27, 88.27, 88.16, 88.16, 88.03, 88.03, 88.03, 87.52]	[nan, 0.93, 0.47, 3.11, 2.35, 3.19, 2.66, 2.62, 3.82]	[91.25, 81.55, 75.73, 71.15, 66.71, 63.08, 59.57, 56.56, 54.04]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	4	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
12.62	17.6	14.61	[47.43, 19.25, 19.23, 18.23, 18.23, 18.1, 17.98, 17.05, 12.62]	[nan, 39.8, 25.3, 19.07, 15.15, 12.48, 14.37, 15.03, 17.6]	[47.43, 20.83, 20.1, 18.4, 17.46, 16.45, 16.78, 16.31, 14.61]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
84.36	4.1	52.25	[90.12, 85.35, 85.35, 85.28, 85.28, 85.18, 85.18, 85.18, 84.36]	[nan, 2.2, 1.13, 3.04, 2.28, 3.11, 2.64, 2.47, 4.1]	[90.12, 78.95, 73.32, 68.84, 64.53, 61.04, 57.66, 54.71, 52.25]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	-1	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	37.51	15.0	[90.8, 0.78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 82.33, 66.2, 45.33, 42.98, 42.04, 40.98, 35.67, 37.51]	[90.8, 7.05, 9.46, 9.07, 10.75, 12.36, 13.66, 13.14, 15.0]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	2	[]	0	1	-1	1	False	False	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	38.68	15.47	[88.84, 0.52, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 85.2, 66.47, 43.4, 40.88, 41.83, 40.75, 35.71, 38.68]	[88.84, 7.03, 9.5, 8.68, 10.22, 12.3, 13.58, 13.16, 15.47]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	8	[]	0	1	-1	1	False	False	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
3.27	2.0	2.76	[15.18, 4.83, 4.78, 4.78, 4.78, 4.78, 4.78, 4.78, 3.27]	[nan, 0.13, 0.37, 0.27, 0.2, 0.16, 0.13, 0.12, 2.0]	[15.18, 4.47, 4.15, 3.88, 3.63, 3.42, 3.23, 3.06, 2.76]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	11	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
86.32	6.52	54.4	[91.07, 87.27, 87.27, 87.04, 87.03, 86.72, 86.72, 86.71, 86.32]	[nan, 7.0, 4.87, 6.73, 5.92, 7.0, 5.86, 5.64, 6.52]	[91.07, 81.09, 75.49, 70.98, 66.75, 63.28, 59.77, 56.84, 54.4]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	4	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
22.25	7.66	16.41	[53.06, 26.72, 26.72, 26.61, 26.56, 26.46, 26.46, 26.15, 22.25]	[nan, 10.73, 5.37, 5.14, 4.17, 4.16, 3.47, 2.9, 7.66]	[53.06, 25.49, 23.67, 22.31, 20.96, 19.9, 18.8, 17.59, 16.41]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	6	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
12.62	17.6	14.61	[49.81, 19.25, 19.23, 18.23, 18.23, 18.1, 17.98, 17.05, 12.62]	[nan, 39.8, 25.3, 19.07, 15.15, 12.48, 14.37, 15.03, 17.6]	[49.81, 20.83, 20.1, 18.4, 17.46, 16.45, 16.78, 16.31, 14.61]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
70.52	9.76	46.22	[87.01, 74.03, 73.86, 73.52, 73.52, 73.34, 73.34, 73.32, 70.52]	[nan, 6.47, 6.87, 9.35, 7.43, 7.72, 6.42, 6.16, 9.76]	[87.01, 68.83, 64.29, 60.69, 57.0, 54.04, 51.04, 48.58, 46.22]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	10	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	42.09	16.83	[89.46, 6.32, 0.36, 0.17, 0.03, 0.0, 0.0, 0.0, 0.0]	[nan, 88.2, 69.53, 43.95, 42.82, 43.68, 43.08, 39.95, 42.09]	[89.46, 12.62, 10.24, 8.92, 10.72, 12.85, 14.36, 14.72, 16.83]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	8	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	9.1	3.64	[30.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 58.0, 31.73, 22.94, 15.9, 11.6, 9.96, 8.69, 9.1]	[30.06, 4.46, 4.53, 4.58, 3.98, 3.41, 3.32, 3.2, 3.64]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	11	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
12.62	17.6	14.61	[25.6, 19.25, 19.23, 18.23, 18.23, 18.1, 17.98, 17.05, 12.62]	[nan, 39.8, 25.3, 19.07, 15.15, 12.48, 14.37, 15.03, 17.6]	[25.6, 20.83, 20.1, 18.4, 17.46, 16.45, 16.78, 16.31, 14.61]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	4.6	1.84	[16.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 42.47, 20.93, 15.51, 12.8, 10.24, 8.53, 7.92, 4.6]	[16.83, 3.27, 2.99, 3.1, 3.2, 3.01, 2.85, 2.92, 1.84]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	11	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
63.56	9.29	41.85	[84.93, 67.9, 67.83, 67.14, 67.14, 66.83, 66.83, 66.79, 63.56]	[nan, 9.07, 6.63, 9.58, 7.33, 7.96, 6.64, 6.11, 9.29]	[84.93, 63.38, 59.09, 55.62, 52.18, 49.52, 46.77, 44.44, 41.85]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	10	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
41.75	8.2	28.33	[72.55, 45.83, 45.81, 45.72, 45.72, 45.48, 45.45, 45.38, 41.75]	[nan, 13.47, 6.97, 6.11, 4.7, 5.31, 4.52, 3.99, 8.2]	[72.55, 43.34, 40.26, 37.79, 35.46, 33.67, 31.81, 30.13, 28.33]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	-1	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
83.78	3.33	51.6	[90.52, 84.72, 84.72, 84.61, 84.61, 84.57, 84.57, 84.57, 83.78]	[nan, 1.0, 0.57, 2.8, 2.1, 2.44, 2.03, 1.79, 3.33]	[90.52, 78.28, 72.7, 68.25, 63.98, 60.41, 57.05, 54.07, 51.6]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	6	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	13.38	5.35	[43.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 75.2, 43.27, 26.42, 19.92, 14.8, 13.36, 11.48, 13.38]	[43.48, 5.79, 6.18, 5.28, 4.98, 4.35, 4.45, 4.23, 5.35]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	10	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	24.46	9.78	[57.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 79.2, 48.93, 31.13, 27.13, 27.2, 26.1, 22.52, 24.46]	[57.39, 6.09, 6.99, 6.23, 6.78, 8.0, 8.7, 8.3, 9.78]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	8	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
14.22	8.01	11.74	[45.39, 18.0, 18.0, 17.91, 17.86, 17.76, 17.76, 17.73, 14.22]	[nan, 12.8, 6.4, 7.51, 5.82, 5.05, 4.21, 3.63, 8.01]	[45.39, 17.6, 16.34, 15.83, 14.84, 14.02, 13.25, 12.54, 11.74]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	8	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	42.53	17.01	[91.1, 5.05, 0.1, 0.08, 0.02, 0.0, 0.0, 0.0, 0.0]	[nan, 88.13, 70.77, 49.73, 48.5, 46.65, 45.62, 39.42, 42.53]	[91.1, 11.45, 10.2, 10.01, 12.14, 13.72, 15.21, 14.52, 17.01]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	4	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
0.0	26.28	10.51	[61.68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[nan, 85.0, 51.97, 40.65, 35.82, 35.15, 31.82, 26.64, 26.28]	[61.68, 6.54, 7.42, 8.13, 8.95, 10.34, 10.61, 9.82, 10.51]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	2	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
17.11	9.52	14.07	[44.45, 23.44, 23.44, 22.98, 22.61, 22.33, 21.05, 20.84, 17.11]	[nan, 6.07, 3.03, 4.73, 4.47, 4.35, 6.39, 5.41, 9.52]	[44.45, 22.11, 20.52, 19.33, 18.07, 17.04, 16.16, 15.16, 14.07]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	-1	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
12.62	17.6	14.61	[45.74, 19.25, 19.23, 18.23, 18.23, 18.1, 17.98, 17.05, 12.62]	[nan, 39.8, 25.3, 19.07, 15.15, 12.48, 14.37, 15.03, 17.6]	[45.74, 20.83, 20.1, 18.4, 17.46, 16.45, 16.78, 16.31, 14.61]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	True	False	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
48.24	0.02	28.95	[48.24, 48.24, 48.24, 48.24, 48.24, 48.24, 48.24, 48.24, 48.24]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02]	[48.24, 44.53, 41.35, 38.59, 36.18, 34.05, 32.16, 30.47, 28.95]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	10	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	False	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
12.62	17.6	14.61	[49.51, 19.25, 19.23, 18.23, 18.23, 18.1, 17.98, 17.05, 12.62]	[nan, 39.8, 25.3, 19.07, 15.15, 12.48, 14.37, 15.03, 17.6]	[49.51, 20.83, 20.1, 18.4, 17.46, 16.45, 16.78, 16.31, 14.61]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	15	0.01	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	12	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
11.0	3.88	8.15	[43.31, 13.28, 13.28, 13.28, 13.28, 13.28, 13.28, 13.28, 11.0]	[nan, 2.0, 1.0, 0.69, 0.52, 0.41, 0.34, 0.31, 3.88]	[43.31, 12.42, 11.53, 10.76, 10.09, 9.5, 8.97, 8.5, 8.15]	cifar100_baseline_10way10shot_finetune_base_inc_frozen	cifar100	./data	64	20	0.001	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	0.0	2	./checkpoint/moco_v3.pth	vit-b16	1	5	5	-1	60	False	100	15	8	2	3	0	False	pytorch	nccl	None	5	0	10	[]	0	1	-1	1	False	True	True	False	100	9	checkpoint/cifar100_baseline_10way10shot_finetune_base_inc_frozen	[224, 224]
